CQUIRER_NAME,LOCATION_NAME,STREET_NUMBER ,STREET_NAME,CITY , POSTAL_CODE,PROVINCE_NAME,COUNTRIE_NAME ,IS_WHITE_LABEL_ACQUIRER
ATB FINANCIAL                                                                   ,DRUMHELLER                                                                                          ,"300, 650        ",SOUTH RAILWAY                                                                                       ,DRUMHELLER                              ,T0J 0Y0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON CITY CENTRE 2ND FLOOR                                                                      ,10102,102,EDMONTON                                ,T5J 4B7   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON CITY CENTRE                                                                                ,"D127, 10200     ",102,EDMONTON                                ,T5J 4B7   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON OLIVER VILLAGE                                                                             ,11366,104,EDMONTON                                ,T5K 2W9   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON STRATHCONA                                                                                 ,8008,104,EDMONTON                                ,T6E 4E2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON MAYFIELD AGENCY                                                                            ,16403,111,EDMONTON                                ,T5M 4G3   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,U OF A HUB MALL                                                                                     ,9202,112,EDMONTON                                ,T6G 2C5   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,UNIVERSITY OF ALBERTA                                                                               ,8900,114,EDMONTON                                ,T6G 2J7   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON ALBERTA AVENUE                                                                             ,8804,118,EDMONTON                                ,T5B 0T4   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON SKYVIEW                                                                                    ,13304,137,EDMONTON                                ,T5L 4Z6   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON HOLLICK KENYON                                                                             ,5203,167,EDMONTON                                ,T5Y 0L2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON MEADOWS                                                                                    ,3860,17,EDMONTON                                ,T6T 0C2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,WEST EDMONTON MALL KIOSK                                                                            ,"1434, 8770      ",170,EDMONTON                                ,T5T 4M2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,WEST EDMONTON MALL PHASE III                                                                        ,"1434, 8770      ",170,EDMONTON                                ,T5T 4M2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON RABBIT HILL                                                                                ,14236,23,EDMONTON                                ,T6R 3A8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON MILL CREEK                                                                                 ,"304, 2320       ",23,EDMONTON                                ,T6T 0R1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON MILLWOODS                                                                                  ,5331,23,EDMONTON                                ,T6L 7G4   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON REGISTRIES SERVICES (SOUTH) AGENCY                                                         ,9109,39,EDMONTON                                ,T6E 5Y2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON KILLARNEY                                                                                  ,12703,97,EDMONTON                                ,T5E 4C1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON NAMAO                                                                                      ,16675,97,EDMONTON                                ,T5X 6A7   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,SOUTH EDMONTON COMMON                                                                               ,2103,99,EDMONTON                                ,T6N 1L4   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON CALGARY TRAIL AT WHITEMUD                                                                  ,4234,CALGARY                                                                                             ,EDMONTON                                ,T6J 6Y8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON WINDERMERE                                                                                 ,6004,CURRENTS                                                                                            ,EDMONTON                                ,T6W 0L7   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON ELLERSLIE LANDING                                                                          ,9204,ELLERSLIE                                                                                           ,EDMONTON                                ,T6X 0K6   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON GRANGE                                                                                     ,2588,GUARDIAN                                                                                            ,EDMONTON                                ,T5T 1K8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON ELLERSLIE SOUTHBROOK                                                                       ,1003,JAMES MOWATT                                                                                        ,EDMONTON                                ,T6W 1S4   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON ATB PLACE                                                                                  ,105 10025       ,JASPER                                                                                              ,EDMONTON                                ,T5J 2B8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON HAWKSTONE                                                                                  ,18358,LESSARD                                                                                             ,EDMONTON                                ,T6M 2W8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON MANNING CROSSING                                                                           ,350,MANNING                                                                                             ,EDMONTON                                ,T5A 5A1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON JASPER PLACE                                                                               ,15548,STONY PLAIN                                                                                         ,EDMONTON                                ,T5P 3Z2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDMONTON WEST POINTE                                                                                ,17107,STONY PLAIN                                                                                         ,EDMONTON                                ,T5S 2M9   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,EDSON                                                                                               ,313,50,EDSON                                   ,T7E 1T8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,ELK POINT                                                                                           ,4925,50,ELK POINT                               ,T0A 1A0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,FAIRVIEW                                                                                            ,11012,102,FAIRVIEW                                ,T0H 1L0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,FALHER                                                                                              ,24,MAIN                                                                                                ,FALHER                                  ,T0H 1M0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,FORESTBURG                                                                                          ,4901,50,FORESTBURG                              ,T0B 1N0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,FORT MACLEOD                                                                                        ,221,MACLEOD                                                                                             ,FORT MACLEOD                            ,T0L 0Z0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,FORT MCMURRAY DOWNTOWN                                                                              ,11,HAINEAULT                                                                                           ,FORT MCMURRAY                           ,T9H 1R8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,FORT MCMURRAY TIMBERLEA                                                                             ,315,POWDER                                                                                              ,FORT MCMURRAY                           ,T9K 0M3   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,FORT SASKATCHEWAN                                                                                   ,9964,99,FORT SASKATCHEWAN                       ,T8L 4G8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,FORT VERMILION                                                                                      ,                ,MAIN STREET                                                                                         ,FORT VERMILION                          ,T0H 1N0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,GIBBONS AGENCY                                                                                      ,4740,50,GIBBONS                                 ,T0A 1N0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,GRANDE CACHE AGENCY                                                                                 ,2700,PINE                                                                                                ,GRANDE CACHE                            ,T0E 0Y0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,GRANDE PRAIRIE WESTVIEW                                                                             ,9907,106A                                                                                                ,GRANDE PRAIRIE                          ,T8V 8E9   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,GRANDE PRAIRIE NORTHVIEW                                                                            ,11507,99,GRANDE PRAIRIE                          ,T8V 2H6   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,GRANDE PRAIRIE SOUTHVIEW                                                                            ,6801,KATERI                                                                                              ,GRANDE PRAIRIE                          ,T8W 0H1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,GRIMSHAW                                                                                            ,5216,50,GRIMSHAW                                ,T0H 1W0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,HANNA                                                                                               ,232,2,HANNA                                   ,T0J 1P0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,HIGH LEVEL                                                                                          ,10102,100,HIGH LEVEL                              ,T0H 1Z0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,HIGH PRAIRIE                                                                                        ,5201,49,HIGH PRAIRIE                            ,T0G 1E0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,HIGH RIVER BOB SNODGRASS REC COMPLEX                                                                ,228,12,HIGH RIVER                              ,T1V 1E7   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,HINTON                                                                                              ,207,PEMBINA                                                                                             ,HINTON                                  ,T7V 2B3   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,HYTHE                                                                                               ,10026,101,HYTHE                                   ,T0H 2C0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,INNISFAIL                                                                                           ,4962,50,INNISFAIL                               ,T4G 1S7   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,JASPER                                                                                              ,404,PATRICIA                                                                                            ,JASPER                                  ,T0E 1E0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,KILLAM                                                                                              ,4940,50,KILLAM                                  ,T0B 2L0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LA CRETE                                                                                            ,10502,100,LA CRETE                                ,T0H 2H0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LAC LA BICHE                                                                                        ,10039,101,LAC LA BICHE                            ,T0A 2C0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LACOMBE                                                                                             ,4720,51,LACOMBE                                 ,T4L 2J5   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LAKE LOUISE                                                                                         ,BLDG A          ,SHOP 6 SAMSON                                                                                       ,LAKE LOUISE                             ,T0L 1E0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LAMONT                                                                                              ,5130,50,LAMONT                                  ,T0B 2R0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LEDUC                                                                                               ,4821,50,LEDUC                                   ,T9E 6X6   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LETHBRIDGE PARAMOUNT                                                                                ,727,4,LETHBRIDGE                              ,T1J 0P1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LETHBRIDGE HIGHLANDS CROSSING                                                                       ,2-413           ,HIGHLANDS                                                                                           ,LETHBRIDGE                              ,T1J 5E8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LETHBRIDGE MAYOR MAGRATH                                                                            ,601,MAYOR MAGRATH                                                                                       ,LETHBRIDGE                              ,T1J 4M5   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LINDEN                                                                                              ,104,CENTRAL                                                                                             ,LINDEN                                  ,T0M 1J0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,LLOYDMINSTER                                                                                        ,7001,44,LLOYDMINSTER                            ,T9V 2X1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,MAGRATH                                                                                             ,82,1,MAGRATH                                 ,T0K 1J0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,MANNING                                                                                             ,MAIN ST &       ,1,MANNING                                 ,T0H 2M0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,MAYERTHORPE                                                                                         ,4910,50,MAYERTHORPE                             ,T0E 1N0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,MEDICINE HAT 2ND STREET                                                                             ,536,2,MEDICINE HAT                            ,T1A 0C6   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,MEDICINE HAT CARRY DRIVE                                                                            ,50,CARRY                                                                                               ,MEDICINE HAT                            ,T1B 4E1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,MEDICINE HAT NORTHLANDS                                                                             ,2360,DIVISION                                                                                            ,MEDICINE HAT                            ,T1A 0C3   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,MILK RIVER                                                                                          ,140,MAIN                                                                                                ,MILK RIVER                              ,T0K 1M0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,NANTON                                                                                              ,2202,20,NANTON                                  ,T0L 1R0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,OKOTOKS                                                                                             ,"131, 31         ",SOUTHRIDGE                                                                                          ,OKOTOKS                                 ,T1S 2N3   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,OLDS                                                                                                ,4905,50,OLDS                                    ,T4H 1P5   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,ONOWAY                                                                                              ,4910,50,ONOWAY                                  ,T0E 1V0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,OYEN                                                                                                ,200,MAIN                                                                                                ,OYEN                                    ,T0J 2J0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,PEACE RIVER                                                                                         ,9904,100,PEACE RIVER                             ,T8S 1S2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,PICTURE BUTTE                                                                                       ,330,HIGHWAY                                                                                             ,PICTURE BUTTE                           ,T0K 1V0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,PINCHER CREEK                                                                                       ,769,MAIN                                                                                                ,PINCHER CREEK                           ,T0K 1W0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,PONOKA                                                                                              ,5018,48,PONOKA                                  ,T4J 1R7   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,PROVOST                                                                                             ,5013,50,PROVOST                                 ,T0B 3S0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,RAYMOND                                                                                             ,69A             ,BROADWAY                                                                                            ,RAYMOND                                 ,T0K 2S0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,RED DEER NORTH GAETZ CROSSING                                                                       ,6794,50,RED DEER                                ,T4N 4E1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,FIRST RED DEER PLACE                                                                                ,"100, 4911       ",51,RED DEER                                ,T4N 6V4   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,RED DEER BOWER MALL                                                                                 ,4999,MOLLY BANNISTER                                                                                     ,RED DEER                                ,T4R 3B9   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,REDWATER                                                                                            ,4832,50,REDWATER                                ,T0A 2W0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,RIMBEY                                                                                              ,5037,50,RIMBEY                                  ,T0C 2J0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,ROCKY MOUNTAIN HOUSE                                                                                ,4515,52,ROCKY MOUNTAIN HOUSE                    ,T4T 1A6   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,RYCROFT                                                                                             ,4635,50,RYCROFT                                 ,T0H 3A0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,RYLEY                                                                                               ,5021,50,RYLEY                                   ,T0B 4A0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,SHERWOOD PARK LAKELAND RIDGE                                                                        ,"100, 550        ",BASELINE                                                                                            ,SHERWOOD PARK                           ,T8H 2G8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,SHERWOOD PARK WYE GARDEN                                                                            ,201,WYE                                                                                                 ,SHERWOOD PARK                           ,T8B 1N1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,SLAVE LAKE                                                                                          ,301,MAIN                                                                                                ,SLAVE LAKE                              ,T0G 2A0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,SMOKY LAKE                                                                                          ,50,WHEATLAND                                                                                           ,SMOKY LAKE                              ,T0A 3C0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,SPIRIT RIVER                                                                                        ,4518,50,SPIRIT RIVER                            ,T0H 3G0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,SPRUCE GROVE                                                                                        ,400 141         ,CENTURY                                                                                             ,SPRUCE GROVE                            ,T7X 0C8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,ST. ALBERT TRAIL NORTH                                                                              ,"350, 700        ",ST. ALBERT                                                                                          ,ST. ALBERT                              ,T8N 7A5   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,ST. ALBERT                                                                                          ,5515,TUDOR GLEN MARKET                                                                                   ,ST. ALBERT                              ,T8N 3V4   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,ST. PAUL                                                                                            ,4801,50,ST. PAUL                                ,T0A 3A0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,STETTLER                                                                                            ,6604,50,STETTLER                                ,T0C 2L2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,STONY PLAIN                                                                                         ,5014,50,STONY PLAIN                             ,T7Z 1T2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,STRATHMORE                                                                                          ,"109, 100        ",RANCH MARKET                                                                                        ,STRATHMORE                              ,T1P 0A8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,SUNDRE                                                                                              ,304,MAIN                                                                                                ,SUNDRE                                  ,T0M 1X0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,SYLVAN LAKE                                                                                         ,"700, 3715       ",47,SYLVAN LAKE                             ,T4S 0C8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,TABER                                                                                               ,5317,48,TABER                                   ,T1G 1S7   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,THORSBY                                                                                             ,4816,50,THORSBY                                 ,T0C 2P0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,THREE HILLS                                                                                         ,211,MAIN                                                                                                ,THREE HILLS                             ,T0M 2A0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,TOFIELD                                                                                             ,5123,50,TOFIELD                                 ,T0B 4J0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,TROCHU                                                                                              ,201,MAIN                                                                                                ,TROCHU                                  ,T0M 2C0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,TWO HILLS                                                                                           ,5009,50,TWO HILLS                               ,T0B 4K0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,VALLEYVIEW                                                                                          ,4805A           ,50,VALLEYVIEW                              ,T0H 3N0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,VEGREVILLE                                                                                          ,4931,50,VEGREVILLE                              ,T9C 1R1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,VERMILION                                                                                           ,5014,50,VERMILION                               ,T9X 1A2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,VIKING                                                                                              ,5217,50,VIKING                                  ,T0B 4N0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,VULCAN                                                                                              ,212,CENTRE                                                                                              ,VULCAN                                  ,T0L 2B0   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,WAINWRIGHT                                                                                          ,509,10,WAINWRIGHT                              ,T9W 1P1   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,WESTLOCK                                                                                            ,10532,100,WESTLOCK                                ,T7P 2J9   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,WETASKIWIN                                                                                          ,5202,50,WETASKIWIN                              ,T9A 0S8   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,WHITECOURT                                                                                          ,5015,50,WHITECOURT                              ,T7S 1P2   ,ALBERTA                                 ,CANADA                                                      ,N
ATB FINANCIAL                                                                   ,WILDWOOD                                                                                            ,5115,50,WILDWOOD                                ,T0E 2M0   ,ALBERTA                                 ,CANADA                                                      ,N
BANK OF CHINA (CANADA)                                                          ,CALGARY BRANCH                                                                                      ,505,3,CALGARY                                 ,T2P 3E6   ,ALBERTA                                 ,CANADA                                                      ,N
BANK OF CHINA (CANADA)                                                          ,BURNABY BRANCH                                                                                      ,4603,KINGSWAY                                                                                            ,BURNABY                                 ,V5H 4M4   ,BRITISH COLUMBIA                        ,CANADA                                                      ,N
BANK OF CHINA (CANADA)                                                          ,RICHMOND BRANCH                                                                                     ,8060,WESTMINSTER                                                                                         ,RICHMOND                                ,V6X 1A6   ,BRITISH COLUMBIA                        ,CANADA                                                      ,N
BANK OF CHINA (CANADA)                                                          ,MARKHAM BRANCH                                                                                      ,3265,HIGHWAY 7                                                                                           ,MARKHAM                                 ,L3R 3P9   ,ONTARIO                                 ,CANADA                                                      ,N
BANK OF CHINA (CANADA)                                                          ,MISSISSAUGA BRANCH                                                                                  ,1170,BURNHAMTHORPE                                                                                       ,MISSISSAUGA                             ,L5C 4E6   ,ONTARIO                                 ,CANADA                                                      ,N
BANK OF CHINA (CANADA)                                                          ,SCARBOROUGH BRANCH                                                                                  ,3300,MIDLAND                                                                                             ,SCARBOROUGH                             ,M1V 4A1   ,ONTARIO                                 ,CANADA                                                      ,N
BANK OF CHINA (CANADA)                                                          ,MARKHAM VIP SERVICE CENTRE                                                                          ,50,MINTHORN                                                                                            ,THORNHILL                               ,L3T 7X8   ,ONTARIO                                 ,CANADA                                                      ,N
BANK OF CHINA (CANADA)                                                          ,NORTH YORK BRANCH                                                                                   ,3040,DON MILLS                                                                                           ,TORONTO                                 ,M2J 3C1   ,ONTARIO                                 ,CANADA                                                      ,N
BANK OF CHINA (CANADA)                                                          ,TORONTO DOWNTOWN BRANCH                                                                             ,396,DUNDAS                                                                                              ,TORONTO                                 ,M5T 1G7   ,ONTARIO                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,ACME                                                                                                ,102,MAIN                                                                                                ,ACME                                    ,T0M 0A0   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,TOWER LANE MALL SAFEWAY                                                                             ,505,MAIN                                                                                                ,AIRDRIE                                 ,T4B 3K3   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,AIRDRIE                                                                                             ,750,MAIN                                                                                                ,AIRDRIE                                 ,T4B 3M1   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,KINGSVIEW MARKET                                                                                    ,2100,MARKET                                                                                              ,AIRDRIE                                 ,T4A 0R8   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,BANFF                                                                                               ,107,BANFF                                                                                               ,BANFF                                   ,T1L 1B3   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,SOBEYS BEAUMONT #3184                                                                               ,5802,50,BEAUMONT                                ,T4X 1T8   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,BROOKS                                                                                              ,137,2,BROOKS                                  ,T1R 1C7   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,TELUS TOWER                                                                                         ,411,1,CALGARY                                 ,T2G 4Y5   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,FIFTH AVE PLACE                                                                                     ,425,1,CALGARY                                 ,T2P 0L1   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,HILLHURST SAFEWAY #266                                                                              ,410,10,CALGARY                                 ,T2N 1V9   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,DOWNTOWN SAFEWAY #212                                                                               ,813,11,CALGARY                                 ,T2R 0E6   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,SOUTH TRAIL CROSSING GROUND FLOOR                                                                   ,4307,130,CALGARY                                 ,T2Z 3V8   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,SOUTH TRAIL CROSSING                                                                                ,4307,130,CALGARY                                 ,T2Z 3V8   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,NORTHHILL SAFEWAY #2211                                                                             ,1632,14,CALGARY                                 ,T2N 1M7   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,MONTGOMERY SAFEWAY #2222                                                                            ,5048,16,CALGARY                                 ,T3B 0N3   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,FOREST LAWN                                                                                         ,4015,17,CALGARY                                 ,T2A 0S8   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,SOBEYS FOREST LAWN                                                                                  ,5105,17,CALGARY                                 ,T2A 0V7   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,17TH AVENUE & 7TH STREET                                                                            ,727,17,CALGARY                                 ,T2S 0B6   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,SAFEWAY GLENMORE #276                                                                               ,7740,18,CALGARY                                 ,T2C 2N5   ,ALBERTA                                 ,CANADA                                                      ,N
BMO BANK OF MONTREAL                                                            ,SUNRIDGE SPECTRUM BRANCH                                                                            ,2555,32,CALGARY                                 ,T1Y 7J6   ,ALBERTA                                 ,CANADA                                                      ,N
